"","my_timestamp","my_date","time_category","soil_hydrogen_value","soil_hydrogen_sd","soil_oxygen_value","soil_oxygen_sd","my_time","time_decimal","delta_air_hydrogen","air_hydrogen_sd","delta_air_oxygen","air_oxygen_sd","RH_air","theta_soil","T_air","T_soil","alpha_equilibrium_hydrogen","epsilon_equilibrium_hydrogen","alpha_equilibrium_oxygen","epsilon_equilibrium_oxygen","RH_normal","n","epsilon_kinetic_hydrogen","epsilon_kinetic_oxygen","delta_E_hydrogen_value","delta_E_oxygen_value","delta_E_hydrogen_sd","delta_E_oxygen_sd","camp"
"1",2016-06-04 14:00:00,2016-06-04,"noon",-15.7276385313488,0.318389366179763,-2.38872122240672,0.111385696090178,"14:00",14,-89.31499046,0.46080695,-14.80098681,0.152967077,33.28166667,0.30695,303.46798,300.47167,1.07683851386663,76.838513866635,1.00918577568615,9.18577568615242,0.395919833971567,0.656824324324324,9.76229724249083,11.0435519173566,-107.26631259652,-27.2080259010371,0.34742818300065,0.125895928387894,"Campaign_1"
"2",2016-06-04 18:00:00,2016-06-04,"afternoon",-11.789432336451,1.22521089747935,-1.24221618630745,0.0321601529487583,"18:00",18,-91.84653238,0.644871983,-15.82492692,0.154714082,25.665,0.298875,301.78045,298.29984,1.07918211932404,79.1821193240414,1.00936136809955,9.36136809954791,0.314918690007682,0.667736486486487,11.2537388729182,12.7305112118202,-104.02475465449,-26.2807374345883,1.15333471584632,0.0582155263709342,"Campaign_1"
"3",2016-06-06 11:00:00,2016-06-06,"morning",-19.3927014421224,1.01968693402338,-2.38599508489426,0.0325207483663007,"11:00",11,-88.80192012,0.439984317,-14.91036572,0.171844066,38.61166667,0.2701875,300.79849,296.5164,1.08116021764865,81.1602176486514,1.00950853328792,9.508533287923,0.497939671859018,0.706503378378378,8.72190869064396,9.86581695022344,-124.516983196797,-27.9599102797807,0.968253155575037,0.091431114717995,"Campaign_1"
"4",2016-06-06 14:30:00,2016-06-06,"noon",-16.7836675478487,1.46586696818436,-0.836961525001083,0.0744453753881165,"14:30",14.5,-86.63797869,0.462861682,-14.28740821,0.16246895,29.29833333,0.2633875,302.91975,300.08398,1.07725171462046,77.2517146204557,1.00921683348972,9.21683348971647,0.345504015063262,0.715692567567568,11.5166330744255,13.0268835967447,-111.731603676638,-27.1701223741719,1.37011196910548,0.0926948601663083,"Campaign_1"
"5",2016-06-06 17:00:00,2016-06-06,"afternoon",-17.3089887313618,0.306565419193068,-2.06997843405928,0.0662297024200717,"17:00",17,-84.95450827,0.570321317,-14.40478355,0.223067906,29.31,0.25935,303.43925,298.92803,1.07849697425996,78.4969742599579,1.00931017458775,9.31017458775063,0.381249949988197,0.721148648648649,10.9699027212768,12.4083464384751,-116.126464692126,-28.958788259432,0.357879070865057,0.107417005438225,"Campaign_1"
"6",2016-06-08 10:30:00,2016-06-08,"morning",-18.2760733325974,0.92588881293455,-2.13015238827827,0.137946448347494,"10:30",10.5,-62.16941594,0.448734432,-11.69865926,0.232161793,52.16166667,0.24065,302.51926,297.26401,1.08032501769532,80.3250176953163,1.0094465110098,9.44651100979854,0.710673166000116,0.746418918918919,5.30760245986408,6.00332157079807,-198.102042055466,-31.3077665143696,0.914455147969531,0.214235421185876,"Campaign_1"
"7",2016-06-08 14:30:00,2016-06-08,"noon",-11.5082242052154,0.319418099907652,0.246202659672734,0.049992567795205,"14:30",14.5,-70.50305051,0.467607081,-12.13673424,0.184709846,35.37166667,0.2353375,305.28791,301.61195,1.07563594464197,75.6359446419734,1.00909513995035,9.09513995035183,0.436672450233754,0.753597972972973,10.432519303884,11.7998728918959,-114.997057578952,-26.6919141120886,0.360385544311458,0.094657657800067,"Campaign_1"
"8",2016-06-08 18:00:00,2016-06-08,"afternoon",-18.18851022824,0.551567679319958,-1.87502453676054,0.0511179542715379,"17:00",17,-70.89475433,0.524787398,-12.22251461,0.138447925,41.515,0.23045,303.8487,299.63508,1.07773292997593,77.732929975932,1.00925294965825,9.25294965824741,0.530180160941473,0.760202702702703,8.77634690048306,9.92652480805037,-137.483177115424,-30.3434791613055,0.582526379869139,0.0891810263232342,"Campaign_1"
"9",2016-06-10 11:00:00,2016-06-10,"morning",-18.2305417349396,0.322428923274594,-1.86012835233509,0.0455349298853781,"11:30",11.5,-67.47925353,0.400861852,-12.56270443,0.261581859,54.84666667,0.21515,303.00675,299.28209,1.07811343779148,78.1134377914821,1.00928146674226,9.28146674225738,0.681489479165317,0.780878378378378,6.11011224264978,6.91063551393417,-169.880815955117,-29.1123474109562,0.405056198288905,0.183885785141953,"Campaign_1"
"10",2016-06-10 14:30:00,2016-06-10,"noon",-19.7103003299336,0.0339994591093805,-2.28659222904169,0.13826329401998,"14:30",14.5,-67.7774195,0.400114306,-12.04340936,0.237683405,49.59,0.21175,304.58314,302.0464,1.07518271235859,75.1827123585898,1.00906088456935,9.06088456934651,0.573586471269581,0.785472972972973,8.22772109214603,9.30561552617588,-144.639446635844,-31.4987838451337,0.231668454700038,0.193290899481094,"Campaign_1"
"11",2016-06-10 19:00:00,2016-06-10,"afternoon",-22.0272919892869,0.694755083284451,-2.37446351490941,0.088453710692367,"18:00",18,-69.20808048,0.39513926,-12.20916482,0.207394518,56.10666667,0.20835,302.77127,299.96227,1.07738189098004,77.3818909800361,1.00922660918904,9.22660918904472,0.660723606350772,0.790067567567568,6.58431424549236,7.44685398333857,-169.675232962233,-31.6083083429306,0.695700789673642,0.162662223786638,"Campaign_1"
"12",2016-06-12 10:00:00,2016-06-12,"morning",-22.9000603616691,1.17795237123178,-2.44636904848797,0.13199551906455,"11:00",11,-85.64843545,0.387991001,-15.26257137,0.2587634,65.35166667,0.19645,300.50004,298.43684,1.07903218795319,79.0321879531874,1.00935017514473,9.3501751447338,0.73816358536614,0.806148648648649,5.18383913021546,5.86276398024744,-158.101297910496,-23.7967546910356,1.12861842659663,0.231486998259969,"Campaign_1"
"13",2016-06-12 15:00:00,2016-06-12,"noon",-26.5519750155387,1.06539108935584,-3.62005183922129,0.143721186968785,"15:00",15,-96.11552524,0.506188208,-15.69971506,0.169171439,57.39333333,0.19475,302.43362,303.25116,1.0739399404749,73.9399404748966,1.00896668194877,8.96668194876526,0.547546566889633,0.808445945945946,8.98294793461457,10.1594021173275,-119.234322906476,-30.5171805991832,1.03002979977473,0.169913070562713,"Campaign_1"
"14",2016-06-12 19:00:00,2016-06-12,"afternoon",-22.9234524060708,0.662100977302522,-2.62488494413566,0.112185268173795,"19:00",19,-89.22832335,0.477563234,-14.90319788,0.202531343,69.39833333,0.1928375,299.30402,300.50948,1.07679833428116,76.7983342811633,1.00918275333816,9.18275333815588,0.646465106309586,0.811030405405405,7.041246588775,7.96337176371828,-131.581396772218,-27.9744863631421,0.688033050277866,0.171755814362941,"Campaign_1"
"15",2016-06-27 13:00:00,2016-06-27,"noon",-31.9689738530285,0.156789894505836,-4.23380379124029,0.0230510211536164,"13:30",13.5,-95.28083799,0.49310259,-14.42498089,0.301695445,71.27166667,0.25085,302.1414,300.58968,1.07671317752795,76.7131775279502,1.00917634641707,9.17634641706888,0.780082630139194,0.732635135135135,3.96048457390745,4.47972461399031,-160.971696977036,-29.4063531538737,0.41130134584241,0.236453204642845,"Campaign_2"
"16",2016-06-27 18:00:00,2016-06-27,"afternoon",-41.4084620122414,1.02226395924675,-5.21337088811556,0.218598588342943,"18:00",18,-95.49046161,0.437051769,-13.47135378,0.212243849,58.14166667,0.24745,304.50778,301.56492,1.07568517071447,75.6851707144719,1.00909885728377,9.09885728376736,0.688592732147794,0.73722972972973,5.64297287236237,6.38274797507664,-170.537860791677,-35.7836661848827,0.99685138138929,0.261318162628428,"Campaign_2"
"17",2016-06-28 09:00:00,2016-06-28,"morning",-29.1285237844391,0.985436005482329,-3.40989071339471,0.0691244769668144,"10:30",10.5,-83.57164228,0.32457485,-13.37078687,0.087845197,71.55833333,0.24575,302.22424,298.79227,1.0786445371109,78.6445371109004,1.00932121007875,9.3212100787492,0.874923534355914,0.739527027027027,2.27349337347103,2.57153120225718,-273.294015988586,-27.988885072212,0.956705520000478,0.102944025838565,"Campaign_2"
"18",2016-06-28 13:00:00,2016-06-28,"noon",-35.7749607367853,2.39982317515556,-3.74019169445125,0.390342915832717,"13:00",13,-82.00263433,0.398307453,-12.10956778,0.241004285,46.38833333,0.23895,305.73734,303.38131,1.07380691017008,73.8069101700831,1.00895657420095,8.95657420094809,0.530365945452681,0.748716216216216,8.64154743779611,9.77424251803295,-151.111747434946,-33.4063974651835,2.24483583814969,0.407446334970822,"Campaign_2"
"19",2016-06-28 18:30:00,2016-06-28,"afternoon",-30.5886551139339,1.00491572856375,-3.74336671736235,0.116330568706459,"18:00",18,-82.10325083,0.497947908,-11.61515939,0.165201062,58.395,0.227475,302.87191,302.47553,1.07473768207261,74.7376820726087,1.00902719740731,9.02719740731417,0.597445679018461,0.764222972972973,7.55920311720157,8.54981302027435,-150.461170142912,-34.8998206981144,0.981219646096704,0.151766825411967,"Campaign_2"
"20",2016-06-29 09:30:00,2016-06-29,"morning",-31.9457399185645,0.143949021074726,-3.5040501190798,0.123737687101727,"10:30",10.5,-75.93789053,0.377551458,-11.99884767,0.205260187,66.78333333,0.2247125,299.83829,297.81494,1.07971508946053,79.7150894605305,1.00940111218474,9.40111218473838,0.752995487938695,0.767956081081081,4.66071621249756,5.27145636908133,-225.62557101857,-36.1069086847363,0.314003116861527,0.197271222751762,"Campaign_2"
"21",2016-06-29 13:30:00,2016-06-29,"noon",-32.8738063314761,0.781300172252231,-3.38032321952471,0.183729221217815,"13:30",13.5,-79.03309974,0.447189216,-11.53697051,0.153860798,46.48333333,0.2183375,304.72625,302.84281,1.07435887262813,74.3588726281284,1.00899848229591,8.99848229590794,0.517680663214079,0.776570945945946,9.20197283151875,10.4076528623064,-149.017896859207,-34.0631742920705,0.763183064261552,0.198749238564004,"Campaign_2"
"22",2016-06-29 18:00:00,2016-06-29,"afternoon",-32.5652365606901,0.707054407398927,-3.74433115817519,0.015095039528014,"18:00",18,-81.45425999,0.521888891,-11.7502651,0.182379462,38.22666667,0.21005,305.12643,301.66219,1.07558339389857,75.5833938985679,1.0090911708659,9.09117086590494,0.466263687408851,0.78777027027027,10.3283594542405,11.6814098088167,-143.750193831113,-34.8438553481315,0.700961027059353,0.0863426363256183,"Campaign_2"
"23",2016-06-30 09:00:00,2016-06-30,"morning",-37.4380559278371,0.651289189122219,-3.69721827210018,0.11809961893292,"10:00",10,-69.39474598,0.528478022,-11.38382424,0.234578985,66.585,0.20495,300.5602,297.92986,1.07958845167436,79.5884516743615,1.00939167491611,9.39167491610515,0.7779041548899,0.794662162162162,4.33501868846136,4.90286581246025,-285.381105720613,-40.0964163643903,0.730033404839363,0.216767438086598,"Campaign_2"
"24",2016-06-30 14:00:00,2016-06-30,"noon",-36.5753381442925,1.26153684477491,-4.42183618639723,0.18608391714462,"14:00",14,-74.16954164,0.363884389,-10.92983896,0.248402038,49.085,0.198575,305.49195,303.00614,1.07419102825547,74.1910282554721,1.00898574708533,8.98574708533362,0.565535568445267,0.803277027027027,8.57119410661827,9.69380457275478,-168.983931771062,-38.0062647409689,1.1923002117723,0.231835917889934,"Campaign_2"
